a,b,correct,expected,max_operand_digits,model,predicted,seed,split
238959999999,2,False,238960000001,12,baseline,148958,211,carry_chain
999999999999,4,False,1000000000003,12,baseline,1099991,211,carry_chain
359999999999,3,False,360000000002,12,baseline,149998,211,carry_chain
899999999999,5,False,900000000004,12,baseline,199998,211,carry_chain
999999999999,7,False,1000000000006,12,baseline,1099991,211,carry_chain
727099999999,4,False,727100000003,12,baseline,187098,211,carry_chain
999999999999,1,False,1000000000000,12,baseline,1099991,211,carry_chain
945819999999,8,False,945820000007,12,baseline,1048001,211,carry_chain
657999999999,6,False,658000000005,12,baseline,1679991,211,carry_chain
167999999999,3,False,168000000002,12,baseline,267998,211,carry_chain
264199999999,4,False,264200000003,12,baseline,134198,211,carry_chain
811412999999,1,False,811413000000,12,baseline,1814113,211,carry_chain
349999999999,7,False,350000000006,12,baseline,149998,211,carry_chain
598999999999,7,False,599000000006,12,baseline,1189991,211,carry_chain
589999999999,4,False,590000000003,12,baseline,169998,211,carry_chain
254999999999,1,False,255000000000,12,baseline,184998,211,carry_chain
799999999999,5,False,800000000004,12,baseline,189998,211,carry_chain
475389999999,7,False,475390000006,12,baseline,155388,211,carry_chain
575601999999,4,False,575602000003,12,baseline,1156503,211,carry_chain
799999999999,3,False,800000000002,12,baseline,189998,211,carry_chain
999999999999,9,False,1000000000008,12,baseline,1099991,211,carry_chain
596589999999,8,False,596590000007,12,baseline,166588,211,carry_chain
926999999999,1,False,927000000000,12,baseline,1006996,211,carry_chain
516999999999,8,False,517000000007,12,baseline,126998,211,carry_chain
609424999999,5,False,609425000004,12,baseline,1694233,211,carry_chain
635699999999,8,False,635700000007,12,baseline,1456998,211,carry_chain
339999999999,6,False,340000000005,12,baseline,939991,211,carry_chain
186699999999,3,False,186700000002,12,baseline,286698,211,carry_chain
808369999999,5,False,808370000004,12,baseline,188368,211,carry_chain
510937999999,5,False,510938000004,12,baseline,160936,211,carry_chain
870427999999,3,False,870428000002,12,baseline,1804265,211,carry_chain
962799999999,1,False,962800000000,12,baseline,1002796,211,carry_chain
587999999999,9,False,588000000008,12,baseline,1679991,211,carry_chain
448204999999,8,False,448205000007,12,baseline,158203,211,carry_chain
664559999999,4,False,664560000003,12,baseline,174558,211,carry_chain
273799999999,2,False,273800000001,12,baseline,183798,211,carry_chain
988684999999,7,False,988685000006,12,baseline,1086833,211,carry_chain
402281999999,4,False,402282000003,12,baseline,802270,211,carry_chain
999999999999,5,False,1000000000004,12,baseline,1099991,211,carry_chain
516192999999,1,False,516193000000,12,baseline,176191,211,carry_chain
668999999999,1,False,669000000000,12,baseline,178998,211,carry_chain
959999999999,9,False,960000000008,12,baseline,1059991,211,carry_chain
446699999999,5,False,446700000004,12,baseline,156698,211,carry_chain
946999999999,1,False,947000000000,12,baseline,1049991,211,carry_chain
499999999999,5,False,500000000004,12,baseline,159998,211,carry_chain
14419999999999999999,5,False,14420000000000000004,20,baseline,11026221081999888999998,211,carry_chain
61414037369999999999,3,False,61414037370000000002,20,baseline,10021411595153335103333,211,carry_chain
46651978999999999999,2,False,46651979000000000001,20,baseline,71566666711111111111106,211,carry_chain
18756529999999999999,7,False,18756530000000000006,20,baseline,16666666666666666566665,211,carry_chain
89999999999999999999,9,False,90000000000000000008,20,baseline,19000000080888888899988,211,carry_chain
99999999999999999999,1,False,100000000000000000000,20,baseline,19900000080888888899988,211,carry_chain
76808644499999999999,6,False,76808644500000000005,20,baseline,77911111999777775688753,211,carry_chain
19999999999999999999,3,False,20000000000000000002,20,baseline,19000000080888888889888,211,carry_chain
66506699999999999999,6,False,66506700000000000005,20,baseline,66011511777666666666666,211,carry_chain
25135339999999999999,6,False,25135340000000000005,20,baseline,35544447422555222245222,211,carry_chain
41291869999999999999,3,False,41291870000000000002,20,baseline,81910001207000777907776,211,carry_chain
68530419999999999999,5,False,68530420000000000004,20,baseline,50224543203000931999930,211,carry_chain
69999999999999999999,1,False,70000000000000000000,20,baseline,19000000080888888899988,211,carry_chain
46651499999999999999,2,False,46651500000000000001,20,baseline,41566666703111086111073,211,carry_chain
36199999999999999999,3,False,36200000000000000002,20,baseline,99111100080999888999988,211,carry_chain
14207310999999999999,1,False,14207311000000000000,20,baseline,10711017167677720026790,211,carry_chain
38149999999999999999,6,False,38150000000000000005,20,baseline,90455550999999999999999,211,carry_chain
34575899999999999999,1,False,34575900000000000000,20,baseline,97788887677565778755778,211,carry_chain
19559062799999999999,8,False,19559062800000000007,20,baseline,15566666099000999988999,211,carry_chain
20387878199999999999,5,False,20387878200000000004,20,baseline,77799998677777777787777,211,carry_chain
48999999999999999999,7,False,49000000000000000006,20,baseline,19000000080888888899888,211,carry_chain
47999999999999999999,1,False,48000000000000000000,20,baseline,19000000080888888899888,211,carry_chain
99999999999999999999,6,False,100000000000000000005,20,baseline,19900000080888888899988,211,carry_chain
47370699999999999999,9,False,47370700000000000008,20,baseline,78888877766060565606075,211,carry_chain
16561044999999999999,3,False,16561045000000000002,20,baseline,16676677699009909009999,211,carry_chain
88419999999999999999,3,False,88420000000000000002,20,baseline,11022222090999999999999,211,carry_chain
99999999999999999999,8,False,100000000000000000007,20,baseline,19900000080888888899988,211,carry_chain
29999999999999999999,2,False,30000000000000000001,20,baseline,99000000088888888899888,211,carry_chain
27119999999999999999,1,False,27120000000000000000,20,baseline,91122222119999999999999,211,carry_chain
38748999999999999999,8,False,38749000000000000007,20,baseline,98,211,carry_chain
76098770599999999999,1,False,76098770600000000000,20,baseline,78800009977777666678676,211,carry_chain
38773501999999999999,7,False,38773502000000000006,20,baseline,71668888645422455433349,211,carry_chain
62999999999999999999,3,False,63000000000000000002,20,baseline,19900000908888888899988,211,carry_chain
34613979999999999999,8,False,34613980000000000007,20,baseline,91102722433333333533333,211,carry_chain
29999999999999999999,1,False,30000000000000000000,20,baseline,99000000088888888899888,211,carry_chain
48818249999999999999,5,False,48818250000000000004,20,baseline,10082229997777819177911,211,carry_chain
65599999999999999999,4,False,65600000000000000003,20,baseline,19900000080888888899988,211,carry_chain
71487899999999,2,False,71487900000001,14,baseline,18787777999999677,211,carry_chain
89430379999999,5,False,89430380000004,14,baseline,13027620247774222,211,carry_chain
34980489999999,3,False,34980490000002,14,baseline,17037169819981633,211,carry_chain
99999999999999,1,False,100000000000000,14,baseline,19998,211,carry_chain
23249999999999,3,False,23250000000002,14,baseline,14998,211,carry_chain
13838499999999,7,False,13838500000006,14,baseline,13848,211,carry_chain
93252769999999,8,False,93252770000007,14,baseline,15285,211,carry_chain
96320649999999,6,False,96320650000005,14,baseline,12074239233333313,211,carry_chain
92861099999999,6,False,92861100000005,14,baseline,16099990177977190,211,carry_chain
23237799999999,9,False,23237800000008,14,baseline,13778,211,carry_chain
99999999999999,5,False,100000000000004,14,baseline,19998,211,carry_chain
64903129999999,2,False,64903130000001,14,baseline,10330192919191019,211,carry_chain
77819999999999,8,False,77820000000007,14,baseline,11998189220922080,211,carry_chain
29799999999999,5,False,29800000000004,14,baseline,19998,211,carry_chain
87999999999999,1,False,88000000000000,14,baseline,19998,211,carry_chain
77199999999999,6,False,77200000000005,14,baseline,19998,211,carry_chain
72547999999999,7,False,72548000000006,14,baseline,14778,211,carry_chain
79673999999999,7,False,79674000000006,14,baseline,17338689888884888,211,carry_chain
14706299999999,2,False,14706300000001,14,baseline,106175,211,carry_chain
19899999999999,2,False,19900000000001,14,baseline,19998,211,carry_chain
57057099999999,7,False,57057100000006,14,baseline,15779996666666801,211,carry_chain
44999999999999,8,False,45000000000007,14,baseline,19998,211,carry_chain
99999999999999,2,False,100000000000001,14,baseline,19998,211,carry_chain
92658999999999,3,False,92659000000002,14,baseline,15888,211,carry_chain
26258299999999,2,False,26258300000001,14,baseline,15817771666866111,211,carry_chain
99999999999999,3,False,100000000000002,14,baseline,19998,211,carry_chain
30531899999999,7,False,30531900000006,14,baseline,13117860555775777,211,carry_chain
31999999999999,9,False,32000000000008,14,baseline,19998,211,carry_chain
97699999999999,7,False,97700000000006,14,baseline,19998,211,carry_chain
69499999999999,6,False,69500000000005,14,baseline,19998,211,carry_chain
49539999999999,4,False,49540000000003,14,baseline,13998,211,carry_chain
50999999999999,8,False,51000000000007,14,baseline,19998,211,carry_chain
58737059999999,1,False,58737060000000,14,baseline,13779996144444015,211,carry_chain
81462999999999,6,False,81463000000005,14,baseline,16088,211,carry_chain
89975099999999,7,False,89975100000006,14,baseline,17599900688886019,211,carry_chain
38999999999999,1,False,39000000000000,14,baseline,19998,211,carry_chain
3799999999999,1,False,3800000000000,13,baseline,199981,211,carry_chain
5999999999999,6,False,6000000000005,13,baseline,199998,211,carry_chain
5942099999999,5,False,5942100000004,13,baseline,142207,211,carry_chain
4779999999999,5,False,4780000000004,13,baseline,179998,211,carry_chain
9999999999999,4,False,10000000000003,13,baseline,199998,211,carry_chain
5557999999999,5,False,5558000000004,13,baseline,157998,211,carry_chain
1795999999999,4,False,1796000000003,13,baseline,295981,211,carry_chain
9999999999999,1,False,10000000000000,13,baseline,199998,211,carry_chain
9999999999999,9,False,10000000000008,13,baseline,199998,211,carry_chain
9951309999999,3,False,9951310000002,13,baseline,1511299942262624,211,carry_chain
9171999999999,5,False,9172000000004,13,baseline,171998,211,carry_chain
8402999999999,9,False,8403000000008,13,baseline,100298,211,carry_chain
9999999999999,8,False,10000000000007,13,baseline,199998,211,carry_chain
4639889999999,4,False,4639890000003,13,baseline,139877,211,carry_chain
7999999999999,7,False,8000000000006,13,baseline,199998,211,carry_chain
7922623999999,6,False,7922624000005,13,baseline,122661,211,carry_chain
4782999999999,3,False,4783000000002,13,baseline,182998,211,carry_chain
7999999999999,9,False,8000000000008,13,baseline,199998,211,carry_chain
5196739999999,6,False,5196740000005,13,baseline,696722,211,carry_chain
2183432999999,5,False,2183433000004,13,baseline,283325,211,carry_chain
6488429999999,3,False,6488430000002,13,baseline,188411,211,carry_chain
9999999999999,6,False,10000000000005,13,baseline,199998,211,carry_chain
8999999999999,7,False,9000000000006,13,baseline,199998,211,carry_chain
3999999999999,6,False,4000000000005,13,baseline,199981,211,carry_chain
2819999999999,6,False,2820000000005,13,baseline,319997,211,carry_chain
6299999999999,4,False,6300000000003,13,baseline,199998,211,carry_chain
6961699999999,7,False,6961700000006,13,baseline,1616685892282828,211,carry_chain
8608669999999,3,False,8608670000002,13,baseline,108655,211,carry_chain
4538509999999,3,False,4538510000002,13,baseline,138599,211,carry_chain
2937672999999,1,False,2937673000000,13,baseline,33766995688,211,carry_chain
8399999999999,5,False,8400000000004,13,baseline,199998,211,carry_chain
2113999999999,6,False,2114000000005,13,baseline,313997,211,carry_chain
6986999999999,6,False,6987000000005,13,baseline,186998,211,carry_chain
25239999,7,False,25240006,8,baseline,2524798,211,carry_chain
99999999,9,False,100000008,8,baseline,100009988,211,carry_chain
89999999,8,False,90000007,8,baseline,9000898,211,carry_chain
38999999,9,False,39000008,8,baseline,3900998,211,carry_chain
41999999,1,False,42000000,8,baseline,4200198,211,carry_chain
89999999,2,False,90000001,8,baseline,9000298,211,carry_chain
59999999,9,False,60000008,8,baseline,6000998,211,carry_chain
11999999,4,False,12000003,8,baseline,1200448,211,carry_chain
80099999,5,False,80100004,8,baseline,8010558,211,carry_chain
39999999,1,False,40000000,8,baseline,4000198,211,carry_chain
99999999,3,False,100000002,8,baseline,100003988,211,carry_chain
62689999,1,False,62690000,8,baseline,6279198,211,carry_chain
59249999,6,False,59250005,8,baseline,5925698,211,carry_chain
45939999,5,False,45940004,8,baseline,4604598,211,carry_chain
79999999,8,False,80000007,8,baseline,8000888,211,carry_chain
72649999,3,False,72650002,8,baseline,7265338,211,carry_chain
68779999,7,False,68780006,8,baseline,6888798,211,carry_chain
79999999,7,False,80000006,8,baseline,8000778,211,carry_chain
95259999,4,False,95260003,8,baseline,9536498,211,carry_chain
16199999,5,False,16200004,8,baseline,1621598,211,carry_chain
89999999,3,False,90000002,8,baseline,9000398,211,carry_chain
99999999,5,False,100000004,8,baseline,100005988,211,carry_chain
54449999,1,False,54450000,8,baseline,5445198,211,carry_chain
